"year","census_tract","v_houses"
2010,36061001300,"null"
2011,36061001300,"null"
2012,36061001300,"null"
2013,36061001300,"null"
2014,36061001300,"106200000"
2015,36061001300,"173450000"
2016,36061001300,"268730000"
2017,36061001300,"304775000"
2018,36061001300,"409085000"
2019,36061001300,"489175000"
2020,36061001300,"419165000"
