"year","census_tract","v_houses"
2010,36079010600,"823827500"
2011,36079010600,"823690000"
2012,36079010600,"785439600"
2013,36079010600,"746937000"
2014,36079010600,"725596500"
2015,36079010600,"646918600"
2016,36079010600,"687539300"
2017,36079010600,"772868800"
2018,36079010600,"777160800"
2019,36079010600,"787948800"
2020,36079010600,"759339800"
