"year","census_tract","v_houses"
2010,36027220100,"40825000"
2011,36027220100,"44787500"
2012,36027220100,"41983500"
2013,36027220100,"27797000"
2014,36027220100,"26685000"
2015,36027220100,"30978000"
2016,36027220100,"38962000"
2017,36027220100,"47110000"
2018,36027220100,"56945000"
2019,36027220100,"58445000"
