"year","census_tract","v_houses"
2010,9011705300,"567655000"
2011,9011705300,"536080000"
2012,9011705300,"628927000"
2013,9011705300,"620453000"
2014,9011705300,"548186600"
2015,9011705300,"577348900"
2016,9011705300,"615753700"
2017,9011705300,"619612500"
2018,9011705300,"592304700"
2019,9011705300,"623616300"
2020,9011705300,"669744300"
