"year","census_tract","v_houses"
2010,36103170002,"1067372500"
2011,36103170002,"1120452500"
2012,36103170002,"1003183000"
2013,36103170002,"936184500"
2014,36103170002,"922210500"
2015,36103170002,"926738400"
2016,36103170002,"907593200"
2017,36103170002,"943862000"
2018,36103170002,"1000151500"
2019,36103170002,"1107989800"
