"year","census_tract","v_houses"
2010,44009051302,"946187500"
2011,44009051302,"898792500"
2012,44009051302,"1035395000"
2013,44009051302,"1061550000"
2014,44009051302,"724912300"
2015,44009051302,"692072500"
2016,44009051302,"674873600"
2017,44009051302,"648300800"
2018,44009051302,"618735000"
2019,44009051302,"679977300"
2020,44009051302,"777612600"
