"year","census_tract","v_houses"
2010,9009184600,"693912500"
2011,9009184600,"714800000"
2012,9009184600,"717861600"
2013,9009184600,"650904300"
2014,9009184600,"604935600"
2015,9009184600,"583534700"
2016,9009184600,"604013100"
2017,9009184600,"621394000"
2018,9009184600,"613304700"
2019,9009184600,"586251300"
2020,9009184600,"650580400"
