"year","census_tract","v_houses"
2010,9001022100,"478650000"
2011,9001022100,"473112500"
2012,9001022100,"376369000"
2013,9001022100,"417178000"
2014,9001022100,"388527000"
2015,9001022100,"421346000"
2016,9001022100,"381359000"
2017,9001022100,"379698000"
2018,9001022100,"375623000"
2019,9001022100,"404506000"
