"year","census_tract","v_houses"
2010,36061023300,"188875000"
2011,36061023300,"225250000"
2012,36061023300,"219440000"
2013,36061023300,"265318000"
2014,36061023300,"279399000"
2015,36061023300,"187282000"
2016,36061023300,"277971000"
2017,36061023300,"260471000"
2018,36061023300,"307090000"
2019,36061023300,"336170000"
2020,36061023300,"449505000"
