"year","census_tract","v_houses"
2010,36111951300,"216090000"
2011,36111951300,"205182500"
2012,36111951300,"191090900"
2013,36111951300,"197197000"
2014,36111951300,"182678700"
2015,36111951300,"187047300"
2016,36111951300,"167471800"
2017,36111951300,"165116400"
2018,36111951300,"182124000"
2019,36111951300,"199322100"
2020,36111951300,"219746800"
