"year","census_tract","v_houses"
2010,36085000600,"205012500"
2011,36085000600,"198315000"
2012,36085000600,"190722500"
2013,36085000600,"175207300"
2014,36085000600,"214612100"
2015,36085000600,"226448200"
2016,36085000600,"206855100"
2017,36085000600,"217601000"
2018,36085000600,"221907000"
2019,36085000600,"226106000"
2020,36085000600,"257635000"
