"year","census_tract","v_houses"
2010,34023004600,"138987500"
2011,34023004600,"133650000"
2012,34023004600,"78671000"
2013,34023004600,"88950000"
2014,34023004600,"93277200"
2015,34023004600,"83322200"
2016,34023004600,"78783200"
2017,34023004600,"86117600"
2018,34023004600,"79936000"
2019,34023004600,"85519000"
2020,34023004600,"90813000"
