"year","census_tract","v_houses"
2010,36103169703,"319387500"
2011,36103169703,"312600000"
2012,36103169703,"294942000"
2013,36103169703,"276125000"
2014,36103169703,"253589000"
2015,36103169703,"255757000"
2016,36103169703,"233105000"
2017,36103169703,"266072000"
2018,36103169703,"281746300"
2019,36103169703,"306873300"
2020,36103169703,"297972300"
