"year","census_tract","v_houses"
2010,36021001300,"189755000"
2011,36021001300,"177982500"
2012,36021001300,"184272000"
2013,36021001300,"175394100"
2014,36021001300,"159931300"
2015,36021001300,"139389900"
2016,36021001300,"136469400"
2017,36021001300,"145547100"
2018,36021001300,"133396100"
2019,36021001300,"172474000"
2020,36021001300,"147070000"
