"year","census_tract","v_houses"
2010,36047033000,"37212500"
2011,36047033000,"40250000"
2012,36047033000,"27710000"
2013,36047033000,"22732000"
2014,36047033000,"null"
2015,36047033000,"27178000"
2016,36047033000,"41014000"
2017,36047033000,"43700000"
2018,36047033000,"90647000"
2019,36047033000,"112579000"
2020,36047033000,"null"
