"year","census_tract","v_houses"
2010,36119011400,"945985000"
2011,36119011400,"1012277500"
2012,36119011400,"996117000"
2013,36119011400,"970217000"
2014,36119011400,"905620000"
2015,36119011400,"901580000"
2016,36119011400,"963600000"
2017,36119011400,"927110000"
2018,36119011400,"1020166000"
2019,36119011400,"1061866000"
