"year","census_tract","v_houses"
2010,9009142700,"242727500"
2011,9009142700,"250872500"
2012,9009142700,"234795100"
2013,9009142700,"242638800"
2014,9009142700,"213838600"
2015,9009142700,"180377000"
2016,9009142700,"156008000"
2017,9009142700,"157859000"
2018,9009142700,"145762000"
2019,9009142700,"151342000"
2020,9009142700,"114333000"
