"year","census_tract","v_houses"
2010,9007680100,"874397500"
2011,9007680100,"868015000"
2012,9007680100,"904788000"
2013,9007680100,"896512600"
2014,9007680100,"859847300"
2015,9007680100,"891142200"
2016,9007680100,"1053519400"
2017,9007680100,"1015862600"
2018,9007680100,"1059106300"
2019,9007680100,"1149318200"
