"year","census_tract","v_houses"
2010,9011705200,"700315000"
2011,9011705200,"664755000"
2012,9011705200,"910157200"
2013,9011705200,"991917200"
2014,9011705200,"1071979400"
2015,9011705200,"948566700"
2016,9011705200,"859475100"
2017,9011705200,"787371100"
2018,9011705200,"760627100"
2019,9011705200,"766440100"
2020,9011705200,"782113300"
