"year","census_tract","v_houses"
2010,34025800601,"515652500"
2011,34025800601,"506365000"
2012,34025800601,"418275600"
2013,34025800601,"371447900"
2014,34025800601,"345519600"
2015,34025800601,"334385100"
2016,34025800601,"329080600"
2017,34025800601,"316897100"
2018,34025800601,"323180400"
2019,34025800601,"339730000"
2020,34025800601,"363383500"
