"year","census_tract","v_houses"
2010,36087013300,"642582500"
2011,36087013300,"614040000"
2012,36087013300,"627617200"
2013,36087013300,"549622300"
2014,36087013300,"557822100"
2015,36087013300,"533527800"
2016,36087013300,"536339900"
2017,36087013300,"558903600"
2018,36087013300,"534924100"
2019,36087013300,"514050300"
2020,36087013300,"486498300"
