"year","census_tract","v_houses"
2010,9009150900,"575182500"
2011,9009150900,"546780000"
2012,9009150900,"580559500"
2013,9009150900,"636482000"
2014,9009150900,"603407300"
2015,9009150900,"620698000"
2016,9009150900,"601609400"
2017,9009150900,"628113600"
2018,9009150900,"551542500"
2019,9009150900,"545863100"
2020,9009150900,"480292000"
