"year","census_tract","v_houses"
2010,36047004400,"608865000"
2011,36047004400,"621905000"
2012,36047004400,"735539800"
2013,36047004400,"634810000"
2014,36047004400,"648888000"
2015,36047004400,"751266000"
2016,36047004400,"662885000"
2017,36047004400,"751947000"
2018,36047004400,"932375000"
2019,36047004400,"955839000"
2020,36047004400,"956168000"
