"year","census_tract","v_houses"
2010,36001013400,"65690000"
2011,36001013400,"68032500"
2012,36001013400,"72178700"
2013,36001013400,"91138500"
2014,36001013400,"83339400"
2015,36001013400,"78850500"
2016,36001013400,"68955900"
2017,36001013400,"70938000"
2018,36001013400,"66460600"
2019,36001013400,"97942800"
2020,36001013400,"101917200"
