"year","census_tract","v_houses"
2010,9011690900,"434907500"
2011,9011690900,"439035000"
2012,9011690900,"372660800"
2013,9011690900,"329458500"
2014,9011690900,"327786300"
2015,9011690900,"332018400"
2016,9011690900,"311899500"
2017,9011690900,"351019000"
2018,9011690900,"372212000"
2019,9011690900,"344547000"
2020,9011690900,"385568000"
