"year","census_tract","v_houses"
2010,9001061600,"1123805000"
2011,9001061600,"1090252500"
2012,9001061600,"1396810500"
2013,9001061600,"1149756200"
2014,9001061600,"1132826200"
2015,9001061600,"1114971400"
2016,9001061600,"1141045800"
2017,9001061600,"1308553500"
2018,9001061600,"1329661000"
2019,9001061600,"1418089500"
2020,9001061600,"1395225000"
