"year","census_tract","v_houses"
2010,36027070101,"427502500"
2011,36027070101,"438892500"
2012,36027070101,"383327100"
2013,36027070101,"363469600"
2014,36027070101,"297144000"
2015,36027070101,"279390500"
2016,36027070101,"288052200"
2017,36027070101,"297759900"
2018,36027070101,"302312800"
2019,36027070101,"338701700"
2020,36027070101,"346678700"
