"year","census_tract","v_houses"
2010,36083041000,"87955000"
2011,36083041000,"88785000"
2012,36083041000,"91953800"
2013,36083041000,"64752000"
2014,36083041000,"65493000"
2015,36083041000,"71252000"
2016,36083041000,"70160000"
2017,36083041000,"77457000"
2018,36083041000,"82807000"
2019,36083041000,"74774000"
2020,36083041000,"64874000"
