"year","census_tract","v_houses"
2010,36061019500,"872170000"
2011,36061019500,"936680000"
2012,36061019500,"1052187800"
2013,36061019500,"1071944800"
2014,36061019500,"1232654800"
2015,36061019500,"1349449800"
2016,36061019500,"1349405200"
2017,36061019500,"1524660000"
2018,36061019500,"1600824200"
2019,36061019500,"1639605400"
2020,36061019500,"1592450400"
