"year","census_tract","v_houses"
2010,9001070600,"20150000"
2011,9001070600,"25150000"
2012,9001070600,"21010000"
2013,9001070600,"23795000"
2014,9001070600,"null"
2015,9001070600,"14365200"
2016,9001070600,"14570100"
2017,9001070600,"12510100"
2018,9001070600,"5770200"
2019,9001070600,"10690200"
2020,9001070600,"25210000"
