"year","census_tract","v_houses"
2010,36027150003,"150995000"
2011,36027150003,"146895000"
2012,36027150003,"156584800"
2013,36027150003,"149038200"
2014,36027150003,"108556400"
2015,36027150003,"119775600"
2016,36027150003,"147224400"
2017,36027150003,"143299000"
2018,36027150003,"159351500"
2019,36027150003,"153500500"
2020,36027150003,"176847600"
