"year","census_tract","v_houses"
2010,36061021900,"11127500"
2011,36061021900,"11362500"
2012,36061021900,"9260000"
2013,36061021900,"null"
2014,36061021900,"2765000"
2015,36061021900,"null"
2016,36061021900,"null"
2017,36061021900,"null"
2018,36061021900,"null"
2019,36061021900,"null"
2020,36061021900,"null"
