"year","census_tract","v_houses"
2010,36085015603,"668550000"
2011,36085015603,"672025000"
2012,36085015603,"638728000"
2013,36085015603,"634424000"
2014,36085015603,"572577200"
2015,36085015603,"576724300"
2016,36085015603,"583926000"
2017,36085015603,"547359800"
2018,36085015603,"550247800"
2019,36085015603,"614707000"
2020,36085015603,"602842500"
