"year","census_tract","v_houses"
2010,36001013601,"636497500"
2011,36001013601,"651270000"
2012,36001013601,"584480900"
2013,36001013601,"612018100"
2014,36001013601,"577766200"
2015,36001013601,"571824500"
2016,36001013601,"572764100"
2017,36001013601,"585832000"
2018,36001013601,"567294000"
2019,36001013601,"587998000"
