"year","census_tract","v_houses"
2010,36059517500,"809635000"
2011,36059517500,"809950000"
2012,36059517500,"738618400"
2013,36059517500,"753254100"
2014,36059517500,"710749400"
2015,36059517500,"708930000"
2016,36059517500,"778242000"
2017,36059517500,"814024000"
2018,36059517500,"792477000"
2019,36059517500,"862038300"
2020,36059517500,"964542100"
