"year","census_tract","v_houses"
2010,34023009100,"267340000"
2011,34023009100,"248735000"
2012,34023009100,"218377900"
2013,34023009100,"191766100"
2014,34023009100,"217956200"
2015,34023009100,"224804800"
2016,34023009100,"228746900"
2017,34023009100,"240261700"
2018,34023009100,"240124200"
2019,34023009100,"248384400"
