"year","census_tract","v_houses"
2010,9009184400,"617300000"
2011,9009184400,"595075000"
2012,9009184400,"592355700"
2013,9009184400,"556195100"
2014,9009184400,"533742800"
2015,9009184400,"510027000"
2016,9009184400,"513744500"
2017,9009184400,"526038200"
2018,9009184400,"588849700"
2019,9009184400,"584085400"
2020,9009184400,"657349900"
