"year","census_tract","v_houses"
2010,34023004500,"108252500"
2011,34023004500,"102107500"
2012,34023004500,"95685100"
2013,34023004500,"null"
2014,34023004500,"null"
2015,34023004500,"null"
2016,34023004500,"68030500"
2017,34023004500,"76600500"
2018,34023004500,"null"
2019,34023004500,"null"
