"year","census_tract","v_houses"
2010,36005016000,"460372500"
2011,36005016000,"432942500"
2012,36005016000,"366553000"
2013,36005016000,"361682000"
2014,36005016000,"323194400"
2015,36005016000,"350617700"
2016,36005016000,"330203200"
2017,36005016000,"327258100"
2018,36005016000,"353314800"
2019,36005016000,"395030000"
2020,36005016000,"380324000"
