"year","census_tract","v_houses"
2010,36111953700,"513572500"
2011,36111953700,"563550000"
2012,36111953700,"536855000"
2013,36111953700,"494281500"
2014,36111953700,"449104300"
2015,36111953700,"415931700"
2016,36111953700,"407735900"
2017,36111953700,"390362600"
2018,36111953700,"394935600"
2019,36111953700,"410288400"
2020,36111953700,"399503700"
