"year","census_tract","v_houses"
2010,9011660102,"637012500"
2011,9011660102,"672977500"
2012,9011660102,"637191400"
2013,9011660102,"616272100"
2014,9011660102,"633566400"
2015,9011660102,"594455600"
2016,9011660102,"601839600"
2017,9011660102,"584920000"
2018,9011660102,"586890400"
2019,9011660102,"566218900"
