"year","census_tract","v_houses"
2010,36103158002,"1165222500"
2011,36103158002,"1242795000"
2012,36103158002,"1256860500"
2013,36103158002,"1333270500"
2014,36103158002,"1338295300"
2015,36103158002,"1335838700"
2016,36103158002,"1058396600"
2017,36103158002,"1124598800"
2018,36103158002,"1040073400"
2019,36103158002,"1057291700"
