"year","census_tract","v_houses"
2010,36085022800,"null"
2011,36085022800,"null"
2012,36085022800,"null"
2013,36085022800,"null"
2014,36085022800,"null"
2015,36085022800,"-"
2016,36085022800,"-"
2017,36085022800,"-"
2018,36085022800,"-"
2019,36085022800,"-"
