"year","census_tract","v_houses"
2010,36027060100,"303982500"
2011,36027060100,"280765000"
2012,36027060100,"280776100"
2013,36027060100,"289190100"
2014,36027060100,"250539300"
2015,36027060100,"249233000"
2016,36027060100,"284566000"
2017,36027060100,"291389100"
2018,36027060100,"322274700"
2019,36027060100,"304901000"
2020,36027060100,"359774000"
