"year","census_tract","v_houses"
2010,34017005802,"476875000"
2011,34017005802,"463230000"
2012,34017005802,"366385000"
2013,34017005802,"317878000"
2014,34017005802,"239764000"
2015,34017005802,"233601800"
2016,34017005802,"228206600"
2017,34017005802,"236644400"
2018,34017005802,"252960900"
2019,34017005802,"258507800"
2020,34017005802,"313270300"
