"year","census_tract","v_houses"
2010,36071013800,"133775000"
2011,36071013800,"163842500"
2012,36071013800,"171259100"
2013,36071013800,"196364400"
2014,36071013800,"197169800"
2015,36071013800,"195455100"
2016,36071013800,"195118100"
2017,36071013800,"189116900"
2018,36071013800,"199116200"
2019,36071013800,"229194000"
2020,36071013800,"186184000"
