"year","census_tract","v_houses"
2010,36005032300,"564592500"
2011,36005032300,"527412500"
2012,36005032300,"523224500"
2013,36005032300,"475805900"
2014,36005032300,"418725700"
2015,36005032300,"440727500"
2016,36005032300,"424841500"
2017,36005032300,"415652200"
2018,36005032300,"412390000"
2019,36005032300,"505325000"
2020,36005032300,"570935000"
