"year","census_tract","v_houses"
2010,34017011600,"204795000"
2011,34017011600,"203722500"
2012,34017011600,"188812000"
2013,34017011600,"196976200"
2014,34017011600,"189727200"
2015,34017011600,"164543100"
2016,34017011600,"149712200"
2017,34017011600,"152261900"
2018,34017011600,"155465900"
2019,34017011600,"148878900"
2020,34017011600,"163247900"
