"year","census_tract","v_houses"
2010,36061029700,"-"
2011,36061029700,"-"
2012,36061029700,"-"
2013,36061029700,"-"
2014,36061029700,"-"
2015,36061029700,"-"
2016,36061029700,"-"
2017,36061029700,"-"
2018,36061029700,"-"
2019,36061029700,"-"
2020,36061029700,"-"
