"year","census_tract","v_houses"
2010,36119013201,"1038687500"
2011,36119013201,"1030012500"
2012,36119013201,"1050881600"
2013,36119013201,"995019500"
2014,36119013201,"939314000"
2015,36119013201,"930826500"
2016,36119013201,"989520000"
2017,36119013201,"983940700"
2018,36119013201,"1121553900"
2019,36119013201,"1251547400"
2020,36119013201,"1377497600"
