"year","census_tract","v_houses"
2010,34025800400,"382370000"
2011,34025800400,"407972500"
2012,34025800400,"374525600"
2013,34025800400,"354859000"
2014,34025800400,"378229900"
2015,34025800400,"382718000"
2016,34025800400,"347284500"
2017,34025800400,"353758000"
2018,34025800400,"357096800"
2019,34025800400,"355881500"
2020,34025800400,"348847000"
