"year","census_tract","v_houses"
2010,36061000900,"null"
2011,36061000900,"null"
2012,36061000900,"null"
2013,36061000900,"null"
2014,36061000900,"126350000"
2015,36061000900,"86180000"
2016,36061000900,"100180000"
2017,36061000900,"257180000"
2018,36061000900,"292130000"
2019,36061000900,"316690000"
2020,36061000900,"326260000"
