"year","census_tract","v_houses"
2010,36083040700,"57160000"
2011,36083040700,"77317500"
2012,36083040700,"70914400"
2013,36083040700,"77245400"
2014,36083040700,"53134400"
2015,36083040700,"26119200"
2016,36083040700,"17457000"
2017,36083040700,"38787000"
2018,36083040700,"40371000"
2019,36083040700,"44250000"
