"year","census_tract","v_houses"
2010,36061022301,"null"
2011,36061022301,"null"
2012,36061022301,"null"
2013,36061022301,"32853000"
2014,36061022301,"60758500"
2015,36061022301,"80046500"
2016,36061022301,"106751500"
2017,36061022301,"152256000"
2018,36061022301,"241270000"
2019,36061022301,"189225000"
2020,36061022301,"178262000"
