"year","census_tract","v_houses"
2010,36119010500,"1188082500"
2011,36119010500,"1104680000"
2012,36119010500,"1192407200"
2013,36119010500,"1026331100"
2014,36119010500,"1020059300"
2015,36119010500,"979821800"
2016,36119010500,"1020888900"
2017,36119010500,"1124945100"
2018,36119010500,"1320872000"
2019,36119010500,"1329513200"
2020,36119010500,"1001554100"
