"year","census_tract","v_houses"
2010,34017010300,"224375000"
2011,34017010300,"221650000"
2012,34017010300,"198842000"
2013,34017010300,"166600400"
2014,34017010300,"148823000"
2015,34017010300,"109679300"
2016,34017010300,"80502700"
2017,34017010300,"87413100"
2018,34017010300,"88751400"
2019,34017010300,"104247600"
2020,34017010300,"137456200"
