"year","census_tract","v_houses"
2010,9011660101,"668292500"
2011,9011660101,"623812500"
2012,9011660101,"652058000"
2013,9011660101,"503731400"
2014,9011660101,"512051200"
2015,9011660101,"480412000"
2016,9011660101,"557778700"
2017,9011660101,"591844700"
2018,9011660101,"565557800"
2019,9011660101,"543010000"
2020,9011660101,"838171700"
