"year","census_tract","v_houses"
2010,36047003800,"328505000"
2011,36047003800,"342955000"
2012,36047003800,"335077000"
2013,36047003800,"309475000"
2014,36047003800,"281557800"
2015,36047003800,"253176400"
2016,36047003800,"242912000"
2017,36047003800,"276025200"
2018,36047003800,"295227400"
2019,36047003800,"339975000"
2020,36047003800,"310300000"
