"year","census_tract","v_houses"
2010,36061028700,"null"
2011,36061028700,"null"
2012,36061028700,"null"
2013,36061028700,"null"
2014,36061028700,"38815000"
2015,36061028700,"null"
2016,36061028700,"null"
2017,36061028700,"null"
2018,36061028700,"null"
2019,36061028700,"19650000"
2020,36061028700,"16650000"
