"year","census_tract","v_houses"
2010,36085007400,"363212500"
2011,36085007400,"442350000"
2012,36085007400,"390630000"
2013,36085007400,"408643000"
2014,36085007400,"352013000"
2015,36085007400,"385477000"
2016,36085007400,"347067000"
2017,36085007400,"360879000"
2018,36085007400,"411029800"
2019,36085007400,"476854600"
2020,36085007400,"565303600"
