"year","census_tract","v_houses"
2010,34025801600,"317232500"
2011,34025801600,"302082500"
2012,34025801600,"304938200"
2013,34025801600,"293109900"
2014,34025801600,"303174700"
2015,34025801600,"317581100"
2016,34025801600,"286335200"
2017,34025801600,"273265400"
2018,34025801600,"286547000"
2019,34025801600,"249238300"
2020,34025801600,"249273100"
