"year","census_tract","v_houses"
2010,36079010800,"534987500"
2011,36079010800,"537347500"
2012,36079010800,"573531000"
2013,36079010800,"674621000"
2014,36079010800,"674933000"
2015,36079010800,"577254000"
2016,36079010800,"688693000"
2017,36079010800,"741094000"
2018,36079010800,"704605000"
2019,36079010800,"708621000"
2020,36079010800,"647350000"
