"year","census_tract","v_houses"
2010,36061000500,"-"
2011,36061000500,"-"
2012,36061000500,"-"
2013,36061000500,"-"
2014,36061000500,"-"
2015,36061000500,"-"
2016,36061000500,"-"
2017,36061000500,"-"
2018,36061000500,"-"
2019,36061000500,"-"
2020,36061000500,"-"
