"year","census_tract","v_houses"
2010,36047005201,"129822500"
2011,36047005201,"111887500"
2012,36047005201,"101309300"
2013,36047005201,"103295500"
2014,36047005201,"null"
2015,36047005201,"134686700"
2016,36047005201,"135306000"
2017,36047005201,"161616500"
2018,36047005201,"145003800"
2019,36047005201,"216136000"
2020,36047005201,"222126000"
